Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,NQ MAR26,Backtest,ThirtyFour,Short,1,22027.25,21988.50,2/13/2025 10:57:00 AM,2/13/2025 11:31:46 AM,ShortEntry,ExitShort_TP,$769.24,$769.24,$5.76,$0.00,$0.00,$0.00,$0.00,$385.00,$780.00,$10.76,36,
2,NQ MAR26,Backtest,ThirtyFour,Short,1,22078.50,22101.00,2/13/2025 3:27:00 PM,2/13/2025 3:54:40 PM,ShortEntry,ExitShort_SL,($455.76),$313.48,$5.76,$0.00,$0.00,$0.00,$0.00,$455.00,$330.00,$785.76,29,
3,NQ MAR26,Backtest,ThirtyFour,Short,1,22187.50,22190.25,2/14/2025 2:23:00 PM,2/14/2025 2:24:00 PM,ShortEntry,ExitShort_ReCross,($60.76),$252.72,$5.76,$0.00,$0.00,$0.00,$0.00,$55.00,$0.00,$60.76,2,
4,NQ MAR26,Backtest,ThirtyFour,Short,1,22186.75,22189.00,2/14/2025 2:25:00 PM,2/14/2025 2:26:00 PM,ShortEntry,ExitShort_ReCross,($50.76),$201.96,$5.76,$0.00,$0.00,$0.00,$0.00,$45.00,$0.00,$50.76,2,
5,NQ MAR26,Backtest,ThirtyFour,Short,1,22183.25,22161.00,2/14/2025 2:27:00 PM,2/14/2025 2:48:37 PM,ShortEntry,ExitShort_TP,$439.24,$641.20,$5.76,$0.00,$0.00,$0.00,$0.00,$25.00,$455.00,$15.76,23,
6,NQ MAR26,Backtest,ThirtyFour,Short,1,22193.00,22201.00,2/14/2025 3:43:00 PM,2/14/2025 3:47:00 PM,ShortEntry,ExitShort_ReCross,($165.76),$475.44,$5.76,$0.00,$0.00,$0.00,$0.00,$180.00,$105.00,$270.76,5,
7,NQ MAR26,Backtest,ThirtyFour,Short,1,22207.25,22206.25,2/14/2025 4:24:00 PM,2/14/2025 4:59:00 PM,ShortEntry,ExitShort_Sess,$14.24,$489.68,$5.76,$0.00,$0.00,$0.00,$0.00,$110.00,$170.00,$155.76,37,
8,NQ MAR26,Backtest,ThirtyFour,Short,1,22209.00,22210.00,2/21/2025 8:08:00 AM,2/21/2025 8:09:00 AM,ShortEntry,ExitShort_ReCross,($25.76),$463.92,$5.76,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$25.76,2,
9,NQ MAR26,Backtest,ThirtyFour,Short,1,22216.50,22219.50,2/21/2025 8:27:00 AM,2/21/2025 8:28:00 AM,ShortEntry,ExitShort_ReCross,($65.76),$398.16,$5.76,$0.00,$0.00,$0.00,$0.00,$60.00,$0.00,$65.76,2,
10,NQ MAR26,Backtest,ThirtyFour,Short,1,22220.50,22223.25,2/21/2025 8:38:00 AM,2/21/2025 8:40:00 AM,ShortEntry,ExitShort_ReCross,($60.76),$337.40,$5.76,$0.00,$0.00,$0.00,$0.00,$65.00,$110.00,$170.76,3,
11,NQ MAR26,Backtest,ThirtyFour,Short,1,22231.25,22211.00,2/21/2025 8:53:00 AM,2/21/2025 9:25:33 AM,ShortEntry,ExitShort_TP,$399.24,$736.64,$5.76,$0.00,$0.00,$0.00,$0.00,$110.00,$405.00,$5.76,34,
12,NQ MAR26,Backtest,ThirtyFour,Long,1,21116.75,21090.50,2/26/2025 2:21:00 PM,2/26/2025 3:00:00 PM,LongEntry,ExitLong_ReCross,($530.76),$205.88,$5.76,$0.00,$0.00,$0.00,$0.00,$545.00,$1130.00,$1660.76,40,
13,NQ MAR26,Backtest,ThirtyFour,Long,1,20846.75,20795.00,2/27/2025 2:57:00 PM,2/27/2025 3:03:00 PM,LongEntry,ExitLong_ReCross,($1040.76),($834.88),$5.76,$0.00,$0.00,$0.00,$0.00,$1290.00,$80.00,$1120.76,7,
14,NQ MAR26,Backtest,ThirtyFour,Long,1,20700.00,20685.75,2/27/2025 3:53:00 PM,2/27/2025 3:54:00 PM,LongEntry,ExitLong_ReCross,($290.76),($1125.64),$5.76,$0.00,$0.00,$0.00,$0.00,$285.00,$0.00,$290.76,2,
15,NQ MAR26,Backtest,ThirtyFour,Long,1,20623.00,20635.75,2/27/2025 4:18:00 PM,2/27/2025 4:59:00 PM,LongEntry,ExitLong_Sess,$249.24,($876.40),$5.76,$0.00,$0.00,$0.00,$0.00,$0.00,$700.00,$450.76,43,
16,NQ MAR26,Backtest,ThirtyFour,Short,1,21066.25,21072.25,3/3/2025 7:33:00 AM,3/3/2025 7:37:00 AM,ShortEntry,ExitShort_ReCross,($125.76),($1002.16),$5.76,$0.00,$0.00,$0.00,$0.00,$150.00,$10.00,$135.76,5,
17,NQ MAR26,Backtest,ThirtyFour,Short,1,21068.50,21078.25,3/3/2025 7:38:00 AM,3/3/2025 7:47:00 AM,ShortEntry,ExitShort_ReCross,($200.76),($1202.92),$5.76,$0.00,$0.00,$0.00,$0.00,$240.00,$145.00,$345.76,10,
18,NQ MAR26,Backtest,ThirtyFour,Short,1,21069.00,21035.00,3/3/2025 7:55:00 AM,3/3/2025 8:52:49 AM,ShortEntry,ExitShort_TP,$674.24,($528.68),$5.76,$0.00,$0.00,$0.00,$0.00,$300.00,$695.00,$20.76,59,
19,NQ MAR26,Backtest,ThirtyFour,Long,1,20723.00,20786.75,3/3/2025 1:50:00 PM,3/3/2025 2:40:07 PM,LongEntry,ExitLong_TP,$1269.24,$740.56,$5.76,$0.00,$0.00,$0.00,$0.00,$420.00,$1400.00,$130.76,52,
20,NQ MAR26,Backtest,ThirtyFour,Long,1,20428.00,20527.75,3/3/2025 3:56:00 PM,3/3/2025 4:59:00 PM,LongEntry,ExitLong_Sess,$1989.24,$2729.80,$5.76,$0.00,$0.00,$0.00,$0.00,$0.00,$2180.00,$190.76,65,
21,NQ MAR26,Backtest,ThirtyFour,Long,1,20366.75,20360.00,3/4/2025 7:49:00 AM,3/4/2025 7:50:00 AM,LongEntry,ExitLong_ReCross,($140.76),$2589.04,$5.76,$0.00,$0.00,$0.00,$0.00,$135.00,$0.00,$140.76,2,
22,NQ MAR26,Backtest,ThirtyFour,Long,1,20444.75,20425.00,3/5/2025 8:48:00 AM,3/5/2025 8:50:00 AM,LongEntry,ExitLong_ReCross,($400.76),$2188.28,$5.76,$0.00,$0.00,$0.00,$0.00,$395.00,$0.00,$400.76,3,
23,NQ MAR26,Backtest,ThirtyFour,Long,1,20417.00,20404.75,3/5/2025 9:10:00 AM,3/5/2025 9:11:00 AM,LongEntry,ExitLong_ReCross,($250.76),$1937.52,$5.76,$0.00,$0.00,$0.00,$0.00,$245.00,$0.00,$250.76,2,
24,NQ MAR26,Backtest,ThirtyFour,Long,1,20415.50,20464.00,3/5/2025 9:13:00 AM,3/5/2025 9:15:50 AM,LongEntry,ExitLong_TP,$964.24,$2901.76,$5.76,$0.00,$0.00,$0.00,$0.00,$0.00,$970.00,$5.76,4,
25,NQ MAR26,Backtest,ThirtyFour,Short,1,20649.50,20663.75,3/5/2025 2:30:00 PM,3/5/2025 2:32:00 PM,ShortEntry,ExitShort_ReCross,($290.76),$2611.00,$5.76,$0.00,$0.00,$0.00,$0.00,$340.00,$200.00,$490.76,3,
26,NQ MAR26,Backtest,ThirtyFour,Short,1,20649.50,20664.50,3/5/2025 2:33:00 PM,3/5/2025 2:34:00 PM,ShortEntry,ExitShort_ReCross,($305.76),$2305.24,$5.76,$0.00,$0.00,$0.00,$0.00,$300.00,$0.00,$305.76,2,
27,NQ MAR26,Backtest,ThirtyFour,Short,1,20654.25,20661.50,3/5/2025 2:36:00 PM,3/5/2025 2:37:00 PM,ShortEntry,ExitShort_ReCross,($150.76),$2154.48,$5.76,$0.00,$0.00,$0.00,$0.00,$145.00,$0.00,$150.76,2,
28,NQ MAR26,Backtest,ThirtyFour,Short,1,20648.75,20674.25,3/5/2025 2:38:00 PM,3/5/2025 2:52:00 PM,ShortEntry,ExitShort_ReCross,($515.76),$1638.72,$5.76,$0.00,$0.00,$0.00,$0.00,$680.00,$990.00,$1505.76,15,
29,NQ MAR26,Backtest,ThirtyFour,Short,1,20671.00,20603.25,3/5/2025 3:18:00 PM,3/5/2025 4:05:18 PM,ShortEntry,ExitShort_TP,$1349.24,$2987.96,$5.76,$0.00,$0.00,$0.00,$0.00,$675.00,$1380.00,$30.76,49,
30,NQ MAR26,Backtest,ThirtyFour,Long,1,20038.50,20152.50,3/6/2025 2:38:00 PM,3/6/2025 2:48:44 PM,LongEntry,ExitLong_TP,$2274.24,$5262.20,$5.76,$0.00,$0.00,$0.00,$0.00,$580.00,$2280.00,$5.76,12,
31,NQ MAR26,Backtest,ThirtyFour,Long,1,19823.50,19781.50,3/7/2025 11:58:00 AM,3/7/2025 12:13:00 PM,LongEntry,ExitLong_ReCross,($845.76),$4416.44,$5.76,$0.00,$0.00,$0.00,$0.00,$970.00,$1445.00,$2290.76,16,
32,NQ MAR26,Backtest,ThirtyFour,Long,1,19890.50,19835.50,3/10/2025 8:43:00 AM,3/10/2025 9:32:23 AM,LongEntry,ExitLong_SL,($1105.76),$3310.68,$5.76,$0.00,$0.00,$0.00,$0.00,$1100.00,$1030.00,$2135.76,51,
33,NQ MAR26,Backtest,ThirtyFour,Short,1,19587.75,19592.25,3/12/2025 7:44:00 AM,3/12/2025 7:45:00 AM,ShortEntry,ExitShort_ReCross,($95.76),$3214.92,$5.76,$0.00,$0.00,$0.00,$0.00,$90.00,$0.00,$95.76,2,
34,NQ MAR26,Backtest,ThirtyFour,Short,1,19586.50,19628.00,3/12/2025 7:46:00 AM,3/12/2025 8:30:01 AM,ShortEntry,ExitShort_SL,($835.76),$2379.16,$5.76,$0.00,$0.00,$0.00,$0.00,$1570.00,$435.00,$1270.76,46,
35,NQ MAR26,Backtest,ThirtyFour,Short,1,19510.00,19475.75,3/14/2025 8:40:00 AM,3/14/2025 9:15:46 AM,ShortEntry,ExitShort_TP,$679.24,$3058.40,$5.76,$0.00,$0.00,$0.00,$0.00,$120.00,$685.00,$5.76,37,
36,NQ MAR26,Backtest,ThirtyFour,Short,1,19894.50,19902.75,3/17/2025 7:51:00 AM,3/17/2025 7:54:00 AM,ShortEntry,ExitShort_ReCross,($170.76),$2887.64,$5.76,$0.00,$0.00,$0.00,$0.00,$195.00,$0.00,$170.76,4,
37,NQ MAR26,Backtest,ThirtyFour,Short,1,19901.00,19902.00,3/17/2025 7:55:00 AM,3/17/2025 7:56:00 AM,ShortEntry,ExitShort_ReCross,($25.76),$2861.88,$5.76,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$25.76,2,
38,NQ MAR26,Backtest,ThirtyFour,Short,1,19899.50,19903.50,3/17/2025 7:57:00 AM,3/17/2025 7:58:00 AM,ShortEntry,ExitShort_ReCross,($85.76),$2776.12,$5.76,$0.00,$0.00,$0.00,$0.00,$80.00,$0.00,$85.76,2,
39,NQ MAR26,Backtest,ThirtyFour,Short,1,19900.00,19867.25,3/17/2025 7:59:00 AM,3/17/2025 8:30:05 AM,ShortEntry,ExitShort_TP,$649.24,$3425.36,$5.76,$0.00,$0.00,$0.00,$0.00,$20.00,$655.00,$5.76,33,
40,NQ MAR26,Backtest,ThirtyFour,Short,1,20125.50,20130.25,3/17/2025 3:05:00 PM,3/17/2025 3:06:00 PM,ShortEntry,ExitShort_ReCross,($100.76),$3324.60,$5.76,$0.00,$0.00,$0.00,$0.00,$95.00,$0.00,$100.76,2,
41,NQ MAR26,Backtest,ThirtyFour,Short,1,20127.50,20059.25,3/17/2025 3:11:00 PM,3/17/2025 3:55:00 PM,ShortEntry,ExitShort_TP,$1359.24,$4683.84,$5.76,$0.00,$0.00,$0.00,$0.00,$215.00,$1365.00,$5.76,46,
42,NQ MAR26,Backtest,ThirtyFour,Short,1,20042.25,19964.50,3/19/2025 3:22:00 PM,3/19/2025 3:28:49 PM,ShortEntry,ExitShort_TP,$1549.24,$6233.08,$5.76,$0.00,$0.00,$0.00,$0.00,$10.00,$1555.00,$5.76,8,
43,NQ MAR26,Backtest,ThirtyFour,Short,1,19963.75,19970.50,3/21/2025 4:46:00 PM,3/21/2025 4:58:00 PM,ShortEntry,ExitShort_ReCross,($140.76),$6092.32,$5.76,$0.00,$0.00,$0.00,$0.00,$175.00,$135.00,$275.76,13,
44,NQ MAR26,Backtest,ThirtyFour,Short,1,20422.00,20402.25,3/25/2025 8:52:00 AM,3/25/2025 9:28:41 AM,ShortEntry,ExitShort_TP,$389.24,$6481.56,$5.76,$0.00,$0.00,$0.00,$0.00,$255.00,$395.00,$5.76,38,
45,NQ MAR26,Backtest,ThirtyFour,Short,1,19357.00,19376.50,3/31/2025 2:47:00 PM,3/31/2025 2:51:00 PM,ShortEntry,ExitShort_ReCross,($395.76),$6085.80,$5.76,$0.00,$0.00,$0.00,$0.00,$500.00,$240.00,$635.76,5,
46,NQ MAR26,Backtest,ThirtyFour,Short,1,19375.25,19379.50,3/31/2025 2:59:00 PM,3/31/2025 3:03:00 PM,ShortEntry,ExitShort_ReCross,($90.76),$5995.04,$5.76,$0.00,$0.00,$0.00,$0.00,$145.00,$585.00,$675.76,5,
47,NQ MAR26,Backtest,ThirtyFour,Short,1,19396.00,19410.75,3/31/2025 3:27:00 PM,3/31/2025 3:35:00 PM,ShortEntry,ExitShort_ReCross,($300.76),$5694.28,$5.76,$0.00,$0.00,$0.00,$0.00,$380.00,$865.00,$1165.76,9,
48,NQ MAR26,Backtest,ThirtyFour,Short,1,19396.50,19417.25,3/31/2025 3:38:00 PM,3/31/2025 3:39:00 PM,ShortEntry,ExitShort_ReCross,($420.76),$5273.52,$5.76,$0.00,$0.00,$0.00,$0.00,$415.00,$0.00,$420.76,2,
49,NQ MAR26,Backtest,ThirtyFour,Short,1,19423.75,19477.50,3/31/2025 3:50:00 PM,3/31/2025 3:52:00 PM,ShortEntry,ExitShort_ReCross,($1080.76),$4192.76,$5.76,$0.00,$0.00,$0.00,$0.00,$1215.00,$180.00,$1260.76,3,
50,NQ MAR26,Backtest,ThirtyFour,Short,1,19423.25,19464.25,3/31/2025 3:53:00 PM,3/31/2025 3:56:00 PM,ShortEntry,ExitShort_ReCross,($825.76),$3367.00,$5.76,$0.00,$0.00,$0.00,$0.00,$875.00,$530.00,$1355.76,4,
51,NQ MAR26,Backtest,ThirtyFour,Short,1,19561.00,19571.25,4/1/2025 11:32:00 AM,4/1/2025 11:34:00 AM,ShortEntry,ExitShort_ReCross,($210.76),$3156.24,$5.76,$0.00,$0.00,$0.00,$0.00,$250.00,$95.00,$305.76,3,
52,NQ MAR26,Backtest,ThirtyFour,Short,1,19613.00,19535.25,4/1/2025 12:23:00 PM,4/1/2025 12:30:38 PM,ShortEntry,ExitShort_TP,$1549.24,$4705.48,$5.76,$0.00,$0.00,$0.00,$0.00,$0.00,$1555.00,$5.76,9,
53,NQ MAR26,Backtest,ThirtyFour,Short,1,19850.00,19746.25,4/2/2025 1:23:00 PM,4/2/2025 1:48:19 PM,ShortEntry,ExitShort_TP,$2069.24,$6774.72,$5.76,$0.00,$0.00,$0.00,$0.00,$95.00,$2080.00,$10.76,27,
54,NQ MAR26,Backtest,ThirtyFour,Long,1,18135.00,18114.00,4/4/2025 7:02:00 AM,4/4/2025 7:03:00 AM,LongEntry,ExitLong_ReCross,($425.76),$6348.96,$5.76,$0.00,$0.00,$0.00,$0.00,$420.00,$0.00,$425.76,2,
55,NQ MAR26,Backtest,ThirtyFour,Long,1,18133.50,18120.25,4/4/2025 7:04:00 AM,4/4/2025 7:05:00 AM,LongEntry,ExitLong_ReCross,($270.76),$6078.20,$5.76,$0.00,$0.00,$0.00,$0.00,$265.00,$0.00,$270.76,2,
56,NQ MAR26,Backtest,ThirtyFour,Long,1,18138.25,18097.50,4/4/2025 7:06:00 AM,4/4/2025 7:08:00 AM,LongEntry,ExitLong_ReCross,($820.76),$5257.44,$5.76,$0.00,$0.00,$0.00,$0.00,$950.00,$0.00,$820.76,3,
57,NQ MAR26,Backtest,ThirtyFour,Long,1,17994.00,18149.00,4/4/2025 7:37:00 AM,4/4/2025 8:01:44 AM,LongEntry,ExitLong_TP,$3094.24,$8351.68,$5.76,$0.00,$0.00,$0.00,$0.00,$1380.00,$3100.00,$5.76,26,
58,NQ MAR26,Backtest,ThirtyFour,Short,1,17154.75,17166.75,4/7/2025 7:17:00 AM,4/7/2025 7:22:00 AM,ShortEntry,ExitShort_ReCross,($245.76),$8105.92,$5.76,$0.00,$0.00,$0.00,$0.00,$830.00,$615.00,$860.76,6,
59,NQ MAR26,Backtest,ThirtyFour,Short,1,17163.50,17186.25,4/7/2025 7:24:00 AM,4/7/2025 7:30:00 AM,ShortEntry,ExitShort_ReCross,($460.76),$7645.16,$5.76,$0.00,$0.00,$0.00,$0.00,$625.00,$1140.00,$1600.76,7,
60,NQ MAR26,Backtest,ThirtyFour,Short,1,17160.25,17004.50,4/7/2025 7:31:00 AM,4/7/2025 7:53:51 AM,ShortEntry,ExitShort_TP,$3109.24,$10754.40,$5.76,$0.00,$0.00,$0.00,$0.00,$70.00,$3115.00,$5.76,24,
61,NQ MAR26,Backtest,ThirtyFour,Long,1,17301.75,17269.25,4/8/2025 3:30:00 PM,4/8/2025 3:31:00 PM,LongEntry,ExitLong_ReCross,($655.76),$10098.64,$5.76,$0.00,$0.00,$0.00,$0.00,$650.00,$0.00,$655.76,2,
62,NQ MAR26,Backtest,ThirtyFour,Long,1,17226.50,17146.50,4/8/2025 3:56:00 PM,4/8/2025 4:25:14 PM,LongEntry,ExitLong_StrictSL,($1605.76),$8492.88,$5.76,$0.00,$0.00,$0.00,$0.00,$1610.00,$2090.00,$3695.76,31,
63,NQ MAR26,Backtest,ThirtyFour,Short,1,18915.00,18995.00,4/9/2025 2:44:00 PM,4/9/2025 3:13:25 PM,ShortEntry,ExitShort_StrictSL,($1605.76),$6887.12,$5.76,$0.00,$0.00,$0.00,$0.00,$1600.00,$3915.00,$5520.76,31,
64,NQ MAR26,Backtest,ThirtyFour,Long,1,18278.50,18212.75,4/10/2025 12:13:00 PM,4/10/2025 12:15:00 PM,LongEntry,ExitLong_ReCross,($1320.76),$5566.36,$5.76,$0.00,$0.00,$0.00,$0.00,$1450.00,$0.00,$1320.76,3,
65,NQ MAR26,Backtest,ThirtyFour,Long,1,18109.50,18309.75,4/10/2025 12:32:00 PM,4/10/2025 12:51:37 PM,LongEntry,ExitLong_StrictTP,$3999.24,$9565.60,$5.76,$0.00,$0.00,$0.00,$0.00,$0.00,$4020.00,$20.76,21,
66,NQ MAR26,Backtest,ThirtyFour,Short,1,18737.25,18758.00,4/11/2025 1:01:00 PM,4/11/2025 1:05:00 PM,ShortEntry,ExitShort_ReCross,($420.76),$9144.84,$5.76,$0.00,$0.00,$0.00,$0.00,$485.00,$1160.00,$1580.76,5,
67,NQ MAR26,Backtest,ThirtyFour,Long,1,18842.75,18794.00,4/14/2025 12:20:00 PM,4/14/2025 12:29:00 PM,LongEntry,ExitLong_ReCross,($980.76),$8164.08,$5.76,$0.00,$0.00,$0.00,$0.00,$985.00,$1105.00,$2085.76,10,
68,NQ MAR26,Backtest,ThirtyFour,Long,1,18364.50,18352.00,4/16/2025 2:25:00 PM,4/16/2025 2:30:00 PM,LongEntry,ExitLong_ReCross,($255.76),$7908.32,$5.76,$0.00,$0.00,$0.00,$0.00,$350.00,$465.00,$720.76,6,
69,NQ MAR26,Backtest,ThirtyFour,Long,1,18192.50,18185.00,4/16/2025 3:36:00 PM,4/16/2025 3:38:00 PM,LongEntry,ExitLong_ReCross,($155.76),$7752.56,$5.76,$0.00,$0.00,$0.00,$0.00,$170.00,$300.00,$455.76,3,
70,NQ MAR26,Backtest,ThirtyFour,Long,1,18200.25,18344.50,4/16/2025 3:40:00 PM,4/16/2025 3:51:40 PM,LongEntry,ExitLong_TP,$2879.24,$10631.80,$5.76,$0.00,$0.00,$0.00,$0.00,$45.00,$2895.00,$15.76,13,
71,NQ MAR26,Backtest,ThirtyFour,Short,1,18909.00,18935.00,4/23/2025 7:25:00 AM,4/23/2025 8:34:03 AM,ShortEntry,ExitShort_SL,($525.76),$10106.04,$5.76,$0.00,$0.00,$0.00,$0.00,$520.00,$1025.00,$1550.76,71,
72,NQ MAR26,Backtest,ThirtyFour,Short,1,18950.50,18995.75,4/23/2025 9:06:00 AM,4/23/2025 9:33:34 AM,ShortEntry,ExitShort_SL,($910.76),$9195.28,$5.76,$0.00,$0.00,$0.00,$0.00,$905.00,$1240.00,$2150.76,29,
73,NQ MAR26,Backtest,ThirtyFour,Long,1,19274.25,19270.75,4/25/2025 7:10:00 AM,4/25/2025 7:12:00 AM,LongEntry,ExitLong_ReCross,($75.76),$9119.52,$5.76,$0.00,$0.00,$0.00,$0.00,$120.00,$115.00,$190.76,3,
74,NQ MAR26,Backtest,ThirtyFour,Long,1,19262.25,19243.25,4/25/2025 7:59:00 AM,4/25/2025 8:05:00 AM,LongEntry,ExitLong_ReCross,($385.76),$8733.76,$5.76,$0.00,$0.00,$0.00,$0.00,$390.00,$390.00,$775.76,7,
75,NQ MAR26,Backtest,ThirtyFour,Short,1,19552.50,19549.00,4/25/2025 4:43:00 PM,4/25/2025 4:59:00 PM,ShortEntry,ExitShort_Sess,$64.24,$8798.00,$5.76,$0.00,$0.00,$0.00,$0.00,$80.00,$240.00,$175.76,18,
76,NQ MAR26,Backtest,ThirtyFour,Long,1,19367.00,19341.50,4/28/2025 11:39:00 AM,4/28/2025 11:50:00 AM,LongEntry,ExitLong_ReCross,($515.76),$8282.24,$5.76,$0.00,$0.00,$0.00,$0.00,$570.00,$445.00,$960.76,12,
77,NQ MAR26,Backtest,ThirtyFour,Long,1,19317.75,19295.25,4/28/2025 12:19:00 PM,4/28/2025 12:23:00 PM,LongEntry,ExitLong_ReCross,($455.76),$7826.48,$5.76,$0.00,$0.00,$0.00,$0.00,$470.00,$20.00,$475.76,5,
78,NQ MAR26,Backtest,ThirtyFour,Long,1,19307.25,19261.25,4/28/2025 12:32:00 PM,4/28/2025 1:15:21 PM,LongEntry,ExitLong_SL,($925.76),$6900.72,$5.76,$0.00,$0.00,$0.00,$0.00,$920.00,$980.00,$1905.76,45,
79,NQ MAR26,Backtest,ThirtyFour,Short,1,19651.00,19666.25,4/29/2025 2:22:00 PM,4/29/2025 2:25:00 PM,ShortEntry,ExitShort_ReCross,($310.76),$6589.96,$5.76,$0.00,$0.00,$0.00,$0.00,$335.00,$220.00,$530.76,4,
80,NQ MAR26,Backtest,ThirtyFour,Short,1,19659.25,19663.25,4/29/2025 2:26:00 PM,4/29/2025 2:27:00 PM,ShortEntry,ExitShort_ReCross,($85.76),$6504.20,$5.76,$0.00,$0.00,$0.00,$0.00,$80.00,$0.00,$85.76,2,
81,NQ MAR26,Backtest,ThirtyFour,Short,1,19655.50,19670.00,4/29/2025 2:28:00 PM,4/29/2025 2:29:00 PM,ShortEntry,ExitShort_ReCross,($295.76),$6208.44,$5.76,$0.00,$0.00,$0.00,$0.00,$290.00,$0.00,$295.76,2,
82,NQ MAR26,Backtest,ThirtyFour,Short,1,19665.25,19671.75,4/29/2025 2:33:00 PM,4/29/2025 2:35:00 PM,ShortEntry,ExitShort_ReCross,($135.76),$6072.68,$5.76,$0.00,$0.00,$0.00,$0.00,$145.00,$250.00,$385.76,3,
83,NQ MAR26,Backtest,ThirtyFour,Short,1,20013.25,19982.00,5/1/2025 7:17:00 AM,5/1/2025 7:22:12 AM,ShortEntry,ExitShort_TP,$619.24,$6691.92,$5.76,$0.00,$0.00,$0.00,$0.00,$45.00,$625.00,$5.76,7,
84,NQ MAR26,Backtest,ThirtyFour,Short,1,20081.00,20038.00,5/1/2025 11:26:00 AM,5/1/2025 11:43:50 AM,ShortEntry,ExitShort_TP,$854.24,$7546.16,$5.76,$0.00,$0.00,$0.00,$0.00,$200.00,$860.00,$5.76,19,
85,NQ MAR26,Backtest,ThirtyFour,Short,1,20108.00,20064.50,5/2/2025 9:21:00 AM,5/2/2025 9:36:21 AM,ShortEntry,ExitShort_TP,$864.24,$8410.40,$5.76,$0.00,$0.00,$0.00,$0.00,$340.00,$875.00,$10.76,17,
86,NQ MAR26,Backtest,ThirtyFour,Short,1,20158.75,20168.75,5/5/2025 2:20:00 PM,5/5/2025 2:28:00 PM,ShortEntry,ExitShort_ReCross,($205.76),$8204.64,$5.76,$0.00,$0.00,$0.00,$0.00,$270.00,$40.00,$245.76,9,
87,NQ MAR26,Backtest,ThirtyFour,Short,1,20161.25,20174.00,5/5/2025 2:30:00 PM,5/5/2025 2:34:00 PM,ShortEntry,ExitShort_ReCross,($260.76),$7943.88,$5.76,$0.00,$0.00,$0.00,$0.00,$265.00,$65.00,$325.76,5,
88,NQ MAR26,Backtest,ThirtyFour,Short,1,20171.75,20128.50,5/5/2025 2:55:00 PM,5/5/2025 3:01:00 PM,ShortEntry,ExitShort_TP,$859.24,$8803.12,$5.76,$0.00,$0.00,$0.00,$0.00,$0.00,$865.00,$5.76,8,
